title,category_path,local_xml_url
Tinyfool的个人网站,Articles/社评,https://codechina.org/feed/
刘夙的科技世界,Articles/社评,https://wewe-rss.jerrylf.uk/feeds/MP_WXS_3002603832.json
三联生活周刊 Lifeweek,Articles/社评,https://the.bi/s/rawbbyu2zgmy32
时代观察 - 乌有之乡网刊,Articles/社评,http://127.0.0.1:1200/wyzxwk/article
一觉醒来发生了什么 - 即刻圈子,Articles/国内外资讯,http://127.0.0.1:1200/jike/topic/553870e8e4b0cafb0a1bef68
东西智库 – 专注中国制造业高质量发展,Articles/国内外资讯,http://127.0.0.1:1200/dx2025
中国政府网 - 最新政策,Articles/国内政策,http://127.0.0.1:1200/gov/zhengce/zuixin
- 政府文件库,Articles/国内政策,http://127.0.0.1:1200/gov/zhengce/zhengceku/bmwj
不如读书,Articles,https://wuyagege.substack.com/feed
Lukas Petersson’s blog,Articles,https://lukaspetersson.com/feed.xml
一亩三分地 - 日本热门帖子,Articles,http://127.0.0.1:1200/1point3acres/category/%E6%97%A5%E6%9C%AC
偷懒爱好者周刊,Articles,https://toolight.cn/open/p/weekly/atom.xml
GeekPlux Letters,Articles,https://letters.geekplux.com/rss/
信息差——独立开发者出海周刊,Articles,https://gapis.money/rss.xml
joojen Zhou 的网站,Articles,https://joojen.com/feed
周刊 归档 - 酷口家数字花园,Articles,https://weqoocu.com/feed
莫尔索随笔,Articles,https://liduos.com/atom.xml
Ahead of AI,Articles,https://magazine.sebastianraschka.com/feed
歸藏的AI工具箱,Articles,https://wechat2rss.bestblogs.dev/feed/1fc32fedbf5da37e8e819a9298ae80724c12cb03.xml
Kubernetes Blog,Articles,https://kubernetes.io/feed.xml
AI洞察日报 RSS Feed,Articles,https://justlovemaki.github.io/CloudFlare-AI-Insight-Daily/rss.xml
最新发布_共产党员网,Articles/党政信息,http://127.0.0.1:1200/12371/zxfb
新华社新闻_新华网,Articles/党政信息,https://plink.anyfeeder.com/newscn/whxw
半月谈快报,Articles/党政信息,https://data.getpodcast.xyz/data/ximalaya/9604235.xml
- 求是网,Articles/党政信息,https://plink.anyfeeder.com/qstheory
学习一下订阅源,Articles,http://127.0.0.1:1200/follow/profile/158883963341209600
Lex Fridman Podcast,Articles,https://lexfridman.com/feed/podcast/
Podnews Daily - podcast industry news,Articles,https://podnews.net/rss
新智元,Articles,https://raw.githubusercontent.com/osnsyc/Wechat-Scholar/main/channels/gh_108f2a2a27f4.xml
机器之心,Articles,https://www.jiqizhixin.com/rss
腾讯研究院,Articles,https://wechat2rss.bestblogs.dev/feed/6152301e0978bffb0a8284cab339262b9764dcfb.xml
极客公园,Articles,https://www.geekpark.net/rss
极客公园,Articles,https://wechat2rss.xlab.app/feed/1a5aec98e71c707c8ca092bc2c255b9d4bac477d.xml
simonwillison.net,Articles/英文博客,https://simonwillison.net/atom/everything/
jeffgeerling.com,Articles/英文博客,https://www.jeffgeerling.com/blog.xml
seangoedecke.com,Articles/英文博客,https://www.seangoedecke.com/rss.xml
krebsonsecurity.com,Articles/英文博客,https://krebsonsecurity.com/feed/
daringfireball.net,Articles/英文博客,https://daringfireball.net/feeds/main
ericmigi.com,Articles/英文博客,https://ericmigi.com/rss.xml
antirez.com,Articles/英文博客,http://antirez.com/rss
idiallo.com,Articles/英文博客,https://idiallo.com/feed.rss
maurycyz.com,Articles/英文博客,https://maurycyz.com/index.xml
pluralistic.net,Articles/英文博客,https://pluralistic.net/feed/
shkspr.mobi,Articles/英文博客,https://shkspr.mobi/blog/feed/
lcamtuf.substack.com,Articles/英文博客,https://lcamtuf.substack.com/feed
mitchellh.com,Articles/英文博客,https://mitchellh.com/feed.xml
dynomight.net,Articles/英文博客,https://dynomight.net/feed.xml
utcc.utoronto.ca/~cks,Articles/英文博客,https://utcc.utoronto.ca/~cks/space/blog/?atom
xeiaso.net,Articles/英文博客,https://xeiaso.net/blog.rss
devblogs.microsoft.com/oldnewthing,Articles/英文博客,https://devblogs.microsoft.com/oldnewthing/feed
righto.com,Articles/英文博客,https://www.righto.com/feeds/posts/default
lucumr.pocoo.org,Articles/英文博客,https://lucumr.pocoo.org/feed.atom
skyfall.dev,Articles/英文博客,https://skyfall.dev/rss.xml
garymarcus.substack.com,Articles/英文博客,https://garymarcus.substack.com/feed
rachelbythebay.com,Articles/英文博客,https://rachelbythebay.com/w/atom.xml
overreacted.io,Articles/英文博客,https://overreacted.io/rss.xml
timsh.org,Articles/英文博客,https://timsh.org/rss/
johndcook.com,Articles/英文博客,https://www.johndcook.com/blog/feed/
gilesthomas.com,Articles/英文博客,https://gilesthomas.com/feed/rss.xml
matklad.github.io,Articles/英文博客,https://matklad.github.io/feed.xml
derekthompson.org,Articles/英文博客,https://www.theatlantic.com/feed/author/derek-thompson/
evanhahn.com,Articles/英文博客,https://evanhahn.com/feed.xml
terriblesoftware.org,Articles/英文博客,https://terriblesoftware.org/feed/
rakhim.exotext.com,Articles/英文博客,https://rakhim.exotext.com/rss.xml
joanwestenberg.com,Articles/英文博客,https://joanwestenberg.com/rss
xania.org,Articles/英文博客,https://xania.org/feed
micahflee.com,Articles/英文博客,https://micahflee.com/feed/
nesbitt.io,Articles/英文博客,https://nesbitt.io/feed.xml
construction-physics.com,Articles/英文博客,https://www.construction-physics.com/feed
tedium.co,Articles/英文博客,https://feed.tedium.co/
susam.net,Articles/英文博客,https://susam.net/feed.xml
entropicthoughts.com,Articles/英文博客,https://entropicthoughts.com/feed.xml
buttondown.com/hillelwayne,Articles/英文博客,https://buttondown.com/hillelwayne/rss
dwarkesh.com,Articles/英文博客,https://www.dwarkeshpatel.com/feed
borretti.me,Articles/英文博客,https://borretti.me/feed.xml
wheresyoured.at,Articles/英文博客,https://www.wheresyoured.at/rss/
jayd.ml,Articles/英文博客,https://jayd.ml/feed.xml
minimaxir.com,Articles/英文博客,https://minimaxir.com/index.xml
geohot.github.io,Articles/英文博客,https://geohot.github.io/blog/feed.xml
paulgraham.com,Articles/英文博客,http://www.aaronsw.com/2002/feeds/pgessays.rss
filfre.net,Articles/英文博客,https://www.filfre.net/feed/
blog.jim-nielsen.com,Articles/英文博客,https://blog.jim-nielsen.com/feed.xml
dfarq.homeip.net,Articles/英文博客,https://dfarq.homeip.net/feed/
jyn.dev,Articles/英文博客,https://jyn.dev/atom.xml
geoffreylitt.com,Articles/英文博客,https://www.geoffreylitt.com/feed.xml
downtowndougbrown.com,Articles/英文博客,https://www.downtowndougbrown.com/feed/
brutecat.com,Articles/英文博客,https://brutecat.com/rss.xml
eli.thegreenplace.net,Articles/英文博客,https://eli.thegreenplace.net/feeds/all.atom.xml
abortretry.fail,Articles/英文博客,https://www.abortretry.fail/feed
fabiensanglard.net,Articles/英文博客,https://fabiensanglard.net/rss.xml
oldvcr.blogspot.com,Articles/英文博客,https://oldvcr.blogspot.com/feeds/posts/default
bogdanthegeek.github.io,Articles/英文博客,https://bogdanthegeek.github.io/blog/index.xml
hugotunius.se,Articles/英文博客,https://hugotunius.se/feed.xml
gwern.net,Articles/英文博客,https://gwern.substack.com/feed
berthub.eu,Articles/英文博客,https://berthub.eu/articles/index.xml
chadnauseam.com,Articles/英文博客,https://chadnauseam.com/rss.xml
simone.org,Articles/英文博客,https://simone.org/feed/
it-notes.dragas.net,Articles/英文博客,https://it-notes.dragas.net/feed/
beej.us,Articles/英文博客,https://beej.us/blog/rss.xml
hey.paris,Articles/英文博客,https://hey.paris/index.xml
danielwirtz.com,Articles/英文博客,https://danielwirtz.com/rss.xml
matduggan.com,Articles/英文博客,https://matduggan.com/rss/
refactoringenglish.com,Articles/英文博客,https://refactoringenglish.com/index.xml
worksonmymachine.substack.com,Articles/英文博客,https://worksonmymachine.substack.com/feed
philiplaine.com,Articles/英文博客,https://philiplaine.com/index.xml
steveblank.com,Articles/英文博客,https://steveblank.com/feed/
bernsteinbear.com,Articles/英文博客,https://bernsteinbear.com/feed.xml
danieldelaney.net,Articles/英文博客,https://danieldelaney.net/feed
troyhunt.com,Articles/英文博客,https://www.troyhunt.com/rss/
herman.bearblog.dev,Articles/英文博客,https://herman.bearblog.dev/feed/
tomrenner.com,Articles/英文博客,https://tomrenner.com/index.xml
blog.pixelmelt.dev,Articles/英文博客,https://blog.pixelmelt.dev/rss/
martinalderson.com,Articles/英文博客,https://martinalderson.com/feed.xml
danielchasehooper.com,Articles/英文博客,https://danielchasehooper.com/feed.xml
chiark.greenend.org.uk/~sgtatham,Articles/英文博客,https://www.chiark.greenend.org.uk/~sgtatham/quasiblog/feed.xml
grantslatton.com,Articles/英文博客,https://grantslatton.com/rss.xml
anildash.com,Articles/英文博客,https://anildash.com/feed.xml
aresluna.org,Articles/英文博客,https://aresluna.org/main.rss
michael.stapelberg.ch,Articles/英文博客,https://michael.stapelberg.ch/feed.xml
miguelgrinberg.com,Articles/英文博客,https://blog.miguelgrinberg.com/feed
keygen.sh,Articles/英文博客,https://keygen.sh/blog/feed.xml
mjg59.dreamwidth.org,Articles/英文博客,https://mjg59.dreamwidth.org/data/rss
computer.rip,Articles/英文博客,https://computer.rip/rss.xml
tedunangst.com,Articles/英文博客,https://www.tedunangst.com/flak/rss
Lil'Log,Articles/英文博客,https://lilianweng.github.io/index.xml
Very Small Woods,Articles/英文博客,https://www.verysmallwoods.com/feed.xml
小宇宙 Podcast 643928f99361a4e7c38a9555,Articles/播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/643928f99361a4e7c38a9555
小宇宙 Podcast 61cbaac48bb4cd867fcabe22,Articles/播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22
小宇宙 Podcast 648b0b641c48983391a63f98,Articles/播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/648b0b641c48983391a63f98
小宇宙 Podcast 5e5c52c9418a84a04625e6cc,Articles/播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/5e5c52c9418a84a04625e6cc
小宇宙 Podcast 63b7dd49289d2739647d9587,Articles/播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/63b7dd49289d2739647d9587
小宇宙 Podcast 6507bc165c88d2412626b401,Articles/播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/6507bc165c88d2412626b401
图书推荐 – 书伴,SocialMedia,http://127.0.0.1:1200/bookfere/books
每周一书 – 书伴,SocialMedia,http://127.0.0.1:1200/bookfere/weekly
笔记交流站 - 即刻圈子,SocialMedia,http://127.0.0.1:1200/jike/topic/660165c504703c909c6d8b2e
你不知道的行业内幕 - 即刻圈子,SocialMedia/资讯,http://127.0.0.1:1200/jike/topic/5699f451d3e8351200bffdc8
Mike Krieger(@mikeyk),SocialMedia,https://api.xgo.ing/rss/user/78d7b99318b04b309b04000f7e24da29
Richard Socher(@RichardSocher),SocialMedia,https://api.xgo.ing/rss/user/4d2d4165a7524217a08d3f57f27fa190
Hugging Face(@huggingface),SocialMedia,https://api.xgo.ing/rss/user/fc16750ce50741f1b1f05ea1fb29436f
小互(@imxiaohu),SocialMedia,https://api.xgo.ing/rss/user/74e542992cf7441390c708f5601071d4
AI at Meta(@AIatMeta),SocialMedia,https://api.xgo.ing/rss/user/ef7c70f9568d45f4915169fef4ce90b4
Mistral AI(@MistralAI),SocialMedia,https://api.xgo.ing/rss/user/8d2d03aea8af49818096da4ea00409d1
xAI(@xai),SocialMedia,https://api.xgo.ing/rss/user/3953aa71e87a422eb9d7bf6ff1c7c43e
Dia(@diabrowser),SocialMedia,https://api.xgo.ing/rss/user/6384ee3c656c48fea5e8b3cdacece4d0
AI Breakfast(@AiBreakfast),SocialMedia,https://api.xgo.ing/rss/user/0e3ebaf288014c45b0d24b71fe37312b
DeepSeek(@deepseek_ai),SocialMedia,https://api.xgo.ing/rss/user/68b610deb24b47ae9a236811563cda86
Jim Fan(@DrJimFan),SocialMedia,https://api.xgo.ing/rss/user/c6cfe7c0d6b74849997073233fdea840
Akshay Kothari(@akothari),SocialMedia,https://api.xgo.ing/rss/user/3434c0d56ee0446f991fb6af42bfac4b
歸藏(guizang.ai)(@op7418),SocialMedia,https://api.xgo.ing/rss/user/831fac36aa0a49a9af79f35dc1c9b5d9
Notion(@NotionHQ),SocialMedia,https://api.xgo.ing/rss/user/f97a26863aec4425b021720d4f8e4ede
Replicate(@replicate),SocialMedia,https://api.xgo.ing/rss/user/12eba9c3db4940c5ab2a72bd00f9ff2c
lmarena.ai(@lmarena_ai),SocialMedia,https://api.xgo.ing/rss/user/f01b088d5a39473e854b07143df77ec5
Poe(@poe_platform),SocialMedia,https://api.xgo.ing/rss/user/17687b1051204b2dbaed4ea4c9178f28
Ray Dalio(@RayDalio),SocialMedia,https://api.xgo.ing/rss/user/4838204097ed422eac24ad48e68dc3ff
Arthur Mensch(@arthurmensch),SocialMedia,https://api.xgo.ing/rss/user/d8121d969fb34c7daad2dd2aac4ba270
Paul Graham(@paulg),SocialMedia,https://api.xgo.ing/rss/user/900549ddadf04e839d3f7a17ebaba3fc
Browser Use(@browser_use),SocialMedia,https://api.xgo.ing/rss/user/b8d7530f0b294405825013bbc1cc198f
The Rundown AI(@TheRundownAI),SocialMedia,https://api.xgo.ing/rss/user/83b1ea38940b4a1d81ea57d1ffb12ad7
AI Will(@FinanceYF5),SocialMedia,https://api.xgo.ing/rss/user/aa74321087f9405a872fd9a76b743bf8
Guillermo Rauch(@rauchg),SocialMedia,https://api.xgo.ing/rss/user/e8750659b8154dbfa0489f451e044af1
向阳乔木(@vista8),SocialMedia,https://api.xgo.ing/rss/user/9de19c78f7454ad08c956c1a00d237fe
Nick St. Pierre(@nickfloats),SocialMedia,https://api.xgo.ing/rss/user/6ebdf0d91eef4c149acd0ef110635866
Sahil Lavingia(@shl),SocialMedia,https://api.xgo.ing/rss/user/baad3713defe4182844d2756b4c2c9ed
Jan Leike(@janleike),SocialMedia,https://api.xgo.ing/rss/user/dceb5cd131b34c72a8376cba8ea5d864
Gary Marcus(@GaryMarcus),SocialMedia,https://api.xgo.ing/rss/user/35a38c5646d946fb894d8c30c1d9629e
Monica_IM(@hey_im_monica),SocialMedia,https://api.xgo.ing/rss/user/5d749cc613ec4069bb2a47334739e1b6
Lenny Rachitsky(@lennysan),SocialMedia,https://api.xgo.ing/rss/user/77d5ce4736854b0ebae603e4b54d3095
Kling AI(@Kling_ai),SocialMedia,https://api.xgo.ing/rss/user/564237c3de274d58a04f064920817888
Lilian Weng(@lilianweng),SocialMedia,https://api.xgo.ing/rss/user/a8f7e2238039461cbc8bf55f5f194498
Aadit Sheth(@aaditsh),SocialMedia,https://api.xgo.ing/rss/user/179bcc4b8e5d4274b6e9e935f9fd4434
Augment Code(@augmentcode),SocialMedia,https://api.xgo.ing/rss/user/e153fdd077df458b8298d975c060dcc3
Skywork(@Skywork_ai),SocialMedia,https://api.xgo.ing/rss/user/6d7d398dd80b48d79669c92745d32cf6
Firecrawl(@firecrawl_dev),SocialMedia,https://api.xgo.ing/rss/user/c04abb206bbf4f91b22795024d6c0614
Adam D'Angelo(@adamdangelo),SocialMedia,https://api.xgo.ing/rss/user/3042b6f912b24f64982cc23f7bd59681
Suhail(@Suhail),SocialMedia,https://api.xgo.ing/rss/user/c961547e08df4396b3ab69367a07a1cd
Sualeh Asif(@sualehasif996),SocialMedia,https://api.xgo.ing/rss/user/fafa6df3c67644b1a367a177240e0173
Anthropic(@AnthropicAI),SocialMedia,https://api.xgo.ing/rss/user/fc28a211471b496682feff329ec616e5
AI Engineer(@aiDotEngineer),SocialMedia,https://api.xgo.ing/rss/user/7d19a619a1cc4a9896129211269d2c85
Hailuo AI (MiniMax)(@Hailuo_AI),SocialMedia,https://api.xgo.ing/rss/user/e65b5e59fcb544918c1ba17f5758f0f8
Fireworks AI(@FireworksAI_HQ),SocialMedia,https://api.xgo.ing/rss/user/9f35c76341554bd78c2b9e63dc4fa5d8
Justine Moore(@venturetwins),SocialMedia,https://api.xgo.ing/rss/user/c61046471f174d86bc0eb76cb44a21c3
OpenAI Developers(@OpenAIDevs),SocialMedia,https://api.xgo.ing/rss/user/971dc1fc90da449bac23e5fad8a33d55
bolt.new(@boltdotnew),SocialMedia,https://api.xgo.ing/rss/user/760ab7cd9708452c9ce1f9144b92a430
Midjourney(@midjourney),SocialMedia,https://api.xgo.ing/rss/user/72dd496bfd9d44c5a5761a974630376d
eric zakariasson(@ericzakariasson),SocialMedia,https://api.xgo.ing/rss/user/65f321be670b4ffba7f40d0afd38c94d
Sam Altman(@sama),SocialMedia,https://api.xgo.ing/rss/user/e30d4cd223f44bed9d404807105c8927
clem &#129303;(@ClementDelangue),SocialMedia,https://api.xgo.ing/rss/user/5dbd038a8f5140938d0877511571797b
LangChain(@LangChainAI),SocialMedia,https://api.xgo.ing/rss/user/862fee50a745423c87e2633b274caf1d
orange.ai(@oran_ge),SocialMedia,https://api.xgo.ing/rss/user/0277b0bbefd54df7bc6b7880122da8f7
Dario Amodei(@DarioAmodei),SocialMedia,https://api.xgo.ing/rss/user/49666ce6fe3e4cb786c6574684542ec5
Geoffrey Hinton(@geoffreyhinton),SocialMedia,https://api.xgo.ing/rss/user/cb6169815e2e447e8e6148a4af3f9686
Harrison Chase(@hwchase17),SocialMedia,https://api.xgo.ing/rss/user/f299207df53745bca04a03db8d11c5aa
Kevin Weil &#127482;&#127480;(@kevinweil),SocialMedia,https://api.xgo.ing/rss/user/3ca3c7698fd04611a0e7d14fae93c84c
Jeff Dean(@JeffDean),SocialMedia,https://api.xgo.ing/rss/user/b1013166769c49f8aa3fbdc222867054
Perplexity(@perplexity_ai),SocialMedia,https://api.xgo.ing/rss/user/fdd601ea751949e7bec9e4cdad7c8e6c
ChatGPT(@ChatGPTapp),SocialMedia,https://api.xgo.ing/rss/user/f7992687b8d74b14bf2341eb3a0a5ec4
Berkeley AI Research(@berkeley_ai),SocialMedia,https://api.xgo.ing/rss/user/6bbf31cac345443585c3280320ba9009
Paul Couvert(@itsPaulAi),SocialMedia,https://api.xgo.ing/rss/user/b9912ac9a29042cf8c834419dc44cb1f
Barsee &#128054;(@heyBarsee),SocialMedia,https://api.xgo.ing/rss/user/244eb9fa77ce4fa3b7fa5ceba80027a4
OpenAI(@OpenAI),SocialMedia,https://api.xgo.ing/rss/user/0c0856a69f9f49cf961018c32a0b0049
Binyuan Hui(@huybery),SocialMedia,https://api.xgo.ing/rss/user/f54b2b40185943ce8f48a880110b7bc2
cohere(@cohere),SocialMedia,https://api.xgo.ing/rss/user/462aa134ed914f98b3491680ad9b36ed
Aman Sanger(@amanrsanger),SocialMedia,https://api.xgo.ing/rss/user/a02496979a0e4d86baf2b72c24db52a4
Simon Willison(@simonw),SocialMedia,https://api.xgo.ing/rss/user/30ad80be93c84e44acc37d5ddf31db57
Microsoft Research(@MSFTResearch),SocialMedia,https://api.xgo.ing/rss/user/61f4b78554fb4b8fa5653ec5d924d15a
Yann LeCun(@ylecun),SocialMedia,https://api.xgo.ing/rss/user/f5f4f928dede472ea55053672ad27ab6
Junyang Lin(@JustinLin610),SocialMedia,https://api.xgo.ing/rss/user/082097117b4543e9a741cd2580f936d3
Alex Albert(@alexalbert__),SocialMedia,https://api.xgo.ing/rss/user/524525de0d69407b80f0a7d891fdc8df
Aravind Srinivas(@AravSrinivas),SocialMedia,https://api.xgo.ing/rss/user/59e6b63ae9684d11be0ae13d9e7420f2
Genspark(@genspark_ai),SocialMedia,https://api.xgo.ing/rss/user/71ffd342cb5d478185ef7d55bdfca011
Greg Brockman(@gdb),SocialMedia,https://api.xgo.ing/rss/user/af19d054e26a49129f23abfa82d9e268
elvis(@omarsar0),SocialMedia,https://api.xgo.ing/rss/user/931d6e88e067496cac6bf23f69d60f33
Google AI(@GoogleAI),SocialMedia,https://api.xgo.ing/rss/user/4de0bd2d5cef4333a0260dc8157054a7
LlamaIndex &#129433;(@llama_index),SocialMedia,https://api.xgo.ing/rss/user/67e259bd5be544ce84bbc867eace54c2
Jerry Liu(@jerryjliu0),SocialMedia,https://api.xgo.ing/rss/user/b3d904c0d7c446558ef3a1e7f2eb362b
Marc Andreessen &#127482;&#127480;(@pmarca),SocialMedia,https://api.xgo.ing/rss/user/63316630d94543f5a6480f230f483008
Justin Welsh(@thejustinwelsh),SocialMedia,https://api.xgo.ing/rss/user/58894bf2934a426ca833c682da2bc810
